Company,Job,Location,Salary,Skills
Alameda Health System,Clinical Lab Scientist II,"Oakland, CA",0,
Virta Health,Product Manager,"San Francisco, CA",0,
Walmart eCommerce,Product Manager,"San Bruno, CA 94066",0,
Zymergen,"Research Associate, Fermentation","Emeryville, CA 94608",0,
Arka,"Data Scientist, Sr","San Francisco, CA",$85 an hour,SAS Matlab Hadoop
Bayone Solutions Inc.,Data Scientist - Recommendation Engine,"San Francisco, CA","$160,000 a year",SQL Java Hadoop Spark
Google,"Software Engineer, Machine Learning","San Francisco, CA",0,
Airbnb,Data Engineer,"San Francisco, CA",0,
Next Gen Inc,Data Warehouse Engineer IV,"San Francisco, CA",$90 an hour,Python Java Hadoop Hive Spark visualization
Adobe,Research Scientist,"San Francisco, CA",0,
Tapjoy,Staff Data Science Engineer,"San Francisco, CA 94104 (Financial District area)",0,
"Pandora Media, Inc.","Scientist Intern, Advertising Economics (Summer 2017)","Oakland, CA",0,
SF VA Medical Center,Research Scientist,"San Francisco, CA",0,
Leap Motion,Machine Learning Engineer,"San Francisco, CA",0,
Gigster,Customer Success Representative,"San Francisco, CA",0,
Harnham,Data Science Manager,"San Francisco, CA",0,
Google,"Cytometry Research Lead, Verily Life Sciences","South San Francisco, CA",0,
Caribou Biosciences,Informatics Scientist,"Berkeley, CA",0,
Accenture,Distinguished Research Scientist,"San Francisco, CA 94105 (Financial District area)",0,
City & County of San Francisco,Manager I - Chief Microbiologist (Chief Microbiologist),"San Francisco, CA 94124 (Bayview area)","$98,202 - $125,346 a year",Java
Denali,Patent Attorney,"South San Francisco, CA",0,
Singulex Inc,"Scientist, Clinical Lab Support","Alameda, CA",0,
ICF,GIS Analyst,"San Francisco, CA",0,
Gilead,"PrEP Regional Director, West - HIV","San Francisco, CA",0,
Gilead Sciences,"PrEP Regional Director, West - HIV","San Francisco, CA",0,
Blue Bottle Coffee Inc.,Director of HR Operations,"Oakland, CA 94607 (Acorn-Acorn Industrial area)",0,
Hired,Senior Search Engineer,"San Francisco, CA",0,
Supercell,Brand Marketing,"San Francisco, CA 94104 (Financial District area)",0,
GE Digital,"Senior Manager, Data Science","San Ramon, CA",0,
"Toeroek Associates, Inc.",Attorney / Project Manager for Small Environmental Consultin...,"Berkeley, CA",0,
BioPhase Solutions,Research Scientist I-II (Pleasanton),"San Francisco Bay Area, CA",0,
Walmart eCommerce,Quality Engineering Intern - Summer 2017,"San Bruno, CA 94066",0,
SigFig,Front End Engineer,"San Francisco, CA",0,
Lawrence Berkeley National Laboratory,Computational Science Postdoctoral Fellow,"Berkeley, CA 94720",0,
Walmart eCommerce,"Business Manager, Marketplace Business Operations","San Bruno, CA 94066",0,
Walmart eCommerce,"Sr Mgr. II Site Analytics, Site Conversion Optimization (DSO...","San Bruno, CA 94066",0,
Bayside Solutions,Molecular Scientist,"South San Francisco, CA",0,
Nektar,"Scientist, Research Biology (In Vivo & In Vitro - Immunology...","San Francisco, CA",0,
Samsung Accelerator,Data Engineer/Scientist,"San Francisco, CA",0,
Galvanize,"Product Manager, Enterprise Education","San Francisco, CA",0,
McKinsey & Company,Fast Growth Tech - Solutions Data Scientist - North America...,"San Francisco, CA",0,
Caribou Biosciences,Functional Genomics Research Associate - Screening,"Berkeley, CA",0,
Eaze,Team Data Scientist,"San Francisco, CA",0,
"Aspera, an IBM Company",Solutions Architect,"Emeryville, CA",0,
Walmart eCommerce,"Associate Buyer, Shoes","San Bruno, CA 94066",0,
"Integrated Analytical Solutions, Inc.",Bioanalytical Research Associate/Specialist,"Berkeley, CA",0,
"Profusa, Inc.",Sensor Scientist/Engineer,"South San Francisco, CA 94080",0,
"Illumina, Inc.",Sr Scientist - Fluidics and Sensors / Research and Technolog...,"San Francisco, CA 94158 (South Of Market area)",0,
Novella Clinical,Sr. Statistical Programmer,"San Francisco, CA",0,
Walmart eCommerce,Transportation Finance Analyst,"San Bruno, CA 94066",0,
Counsyl,Reimbursement Associate,"South San Francisco, CA 94080",0,
Mainz Brady Group,Machine Learning Engineer,"San Francisco, CA 94107 (South Of Market area)",0,
Niantic Labs,Machine Learning Engineer,"San Francisco, CA",0,
eBay,"Research Scientist, AI","San Francisco, CA",0,
Rally Health,Business Intelligence ETL Developer,"San Francisco, CA",0,
Capital One,Senior Machine Learning Data Engineer,"San Francisco, CA",0,
Castlight Health,"Product Manager, Analytics","San Francisco, CA 94105 (Financial District area)",0,
Grifols: US,Research Associate II,"Emeryville, CA",0,
Deloitte,Advanced Analytics Enablement Big Data Manager,"San Francisco, CA",0,
InVitae,Production Bioinformatics Engineer,"San Francisco, CA 94107 (South Of Market area)",0,
"Theravance, Inc.","Scientist-Sr. Scientist, Analytical Development","South San Francisco, CA 94080",0,
Genentech,Statistical Scientist - Product Development Biostatistics,"South San Francisco, CA",0,
Uber,"Manager, Safety Data Insights","San Francisco, CA 94103 (South Of Market area)",0,
Pfizer Inc.,"Senior Scientist, T-cell Directing Therapies","South San Francisco, CA 94080",0,
Genentech,Data Scientist (People Analytics),"South San Francisco, CA",0,
University of California - San Francisco,Postdoctoral Scholar,"San Francisco, CA",0,
Near,Data Scientist,"San Francisco, CA",0,
MWH,Geologist - Environmental Scientist,"Walnut Creek, CA",0,
Harmin Services,Associate Scientist,"San Francisco, CA",$30 an hour,
netPolarity,Technical Manager,"San Francisco, CA",0,
ThredUp,Software Engineer - Machine Learning,"San Francisco, CA 94104 (Financial District area)",0,
Bayerjobs.com,Development Scientist CCD,"Berkeley, CA",0,
Zymergen,"Research Associate, Development","Emeryville, CA 94608",0,
Lyft Corporate,Decision Scientist,"San Francisco, CA",0,
Hart,Associate Scientist,"South San Francisco, CA",$30 an hour,
Uber,Senior Risk Data Analyst,"San Francisco, CA 94105 (Financial District area)",0,
Amgen,Principal Scientist-Clinical Pharmacology,"South San Francisco, CA 94080",0,
AncestryDNA,Computational Biologist,"San Francisco, CA",0,
Eaze,Staff Data Scientist,"San Francisco, CA",0,
Blue Owl,Save lives with machine learning,"San Francisco, CA",0,
NESC Staffing Corp,Medical Review Specialist,"San Francisco, CA",$50 an hour,
Stemcentrx,QC Scientist,"South San Francisco, CA",0,
"Pandora Media, Inc.",Senior Scientist,"Oakland, CA",0,
Chartboost,Machine Learning Engineer,"San Francisco, CA",0,
"Illumina, Inc.",Ensemble Machine Learning Intern,"San Francisco, CA 94158 (South Of Market area)",0,
"Amyris, Inc.","Associate Scientist, Strain Engineering","Emeryville, CA",0,
Genentech,Associate Director Real World Data Science,"South San Francisco, CA",0,
Eventbrite,Senior Risk Analyst with Eventbrite,"San Francisco, CA 94107 (South Of Market area)",0,
Galvanize,"gU Assistant Faculty, Data Scientist","San Francisco, CA",0,
Metromile,Director of Data Science,"San Francisco, CA",0,
Workbridge Associates,Data Engineer (Python),"San Francisco, CA","$140,000 - $160,000 a year",
Workbridge Associates,Data Scientist,"San Francisco, CA","$135,000 - $180,000 a year",
Uber,Data Science Manager- Intelligent Spend,"San Francisco, CA 94103 (South Of Market area)",0,
Remind,Head of Data Science,"San Francisco, CA",0,
Notable Labs,Senior Scientist,"San Francisco, CA",0,
NORCAL MUTUAL INSURANCE COMPANY,Product Research Analyst,"San Francisco, CA 94111 (Financial District area)",0,
Apartment List,"Senior Data Analyst, Product Engagement","San Francisco, CA",0,
Osaro,Machine Learning Software Engineer,"San Francisco, CA",0,
Workday,Machine Learning Engineer,"San Francisco, CA 94105 (Financial District area)",0,
Lookout,Principal Data Engineer,"San Francisco, CA 94111 (Financial District area)",0,
Correlation One,Quantitative Research Analyst,"San Francisco, CA",0,
PerkinElmer,Field Application Specialist Representative,"San Francisco, CA",0,
Caribou Biosciences,Cell Engineering Research Associate,"Berkeley, CA",0,
ICF,Senior Biologist Bay Area,"San Francisco, CA",0,
Novartis Institutes for BioMedical Research,"Sr. Investigator Medicinal Chemistry - Novartis, Emeryville,...","Emeryville, CA",0,
Walmart eCommerce,Merchandising Intern - Summer 2017,"San Bruno, CA 94066",0,
Uber,Product Manager EPM Platform (FP&A),"San Francisco, CA 94105 (Financial District area)",0,
Uber,Data Scientist - Data Infrastructure,"San Francisco, CA 94103 (South Of Market area)",0,
University of California San Francisco,"Clinical Lab Scientist, LIS","San Francisco, CA",0,
University of California San Francisco,Practice Manager,"San Francisco, CA",0,
Denali,"Scientist, Computational Chemistry","South San Francisco, CA",0,
Udemy,Sr. Data Scientist,"San Francisco, CA",0,
University of California San Francisco,Research Operations Manager,"San Francisco, CA",0,
Goodwin Procter LLP,Research Analyst,"San Francisco, CA 94111 (Financial District area)",0,
Twitch,Data Science Manager,"San Francisco, CA",0,
College of Marin,Research Analyst,"Kentfield, CA 94904","$2,420 - $2,667 a month",
University of California San Francisco,Research Data Analyst,"San Francisco, CA",0,
OTSAW Digital,Robotics: Machine Learning Engineer,"San Francisco, CA",0,
FireEye,"Senior Manager, Data Science","San Francisco, CA 94105 (Financial District area)",0,
Uber,"Business Insights Analyst, Physical Security","San Francisco, CA 94105 (Financial District area)",0,
Corporate Labs Technology,Data Scientist (Natural Language Processing),"Brisbane, CA","$110,000 - $180,000 a year",
Lygos,METABOLIC ENGINEERING: SCIENTIST III,"Berkeley, CA",0,
Co Tap,Senior Quantitative Product Analyst,"San Francisco, CA",0,
MeetMe,Senior Data Engineer,"San Francisco, CA",0,
Guidepoint Global,Research Analyst (San Francisco),"San Francisco, CA",0,
The Climate Corporation,Quantitative Analyst (Geospatial),"San Francisco, CA",0,
All-In Analytics,Sr. Machine Learning Data Scientist,"San Francisco, CA","$120,000 - $150,000 a year",SAS SQL Python Tableau visualization
Bio-Rad Inc.,Research Associate I,"Hercules, CA",0,
Miroculus,Scientist,"San Francisco, CA",0,
Genentech,"Scientific Manager, Cancer Immunotherapy Biomarkers","South San Francisco, CA",0,
Mode,Director of Product,"San Francisco, CA",0,
OnboardIQ,Algorithm and Data Scientist (Machine Learning),"San Francisco, CA",0,
Genentech,Statistical Scientist - Biomarker Focus,"South San Francisco, CA",0,
Domino Data Lab,Customer Success Engineer,"San Francisco, CA",0,
L-3 Communications,Scientist (Computational/Experimental),"San Leandro, CA",0,
"Udacity, Inc.",Senior Data Engineer,"San Francisco, CA",0,
"Aspera, an IBM Company",Release Manager,"Emeryville, CA",0,
University of California Berkeley,"Research Data Analyst, CalSWEC","Berkeley, CA",$25.77 - $39.22 an hour,Java UNIX
Makro Technology,QA/QC Scientist I,"San Francisco, CA",0,
Theravance Biopharma,"Scientist-Sr. Scientist, Analytical Development","South San Francisco, CA",0,
Workbridge Associates,Lead Data Scientist (Life Sciences),"San Francisco, CA","$150,000 - $180,000 a year",
Amino,Head of Data Science,"San Francisco, CA",0,
University of California San Francisco,Chief Technical Scientist,"San Francisco, CA",0,
Sandia National Laboratories,R&D Laboratory Support Technologist (Experienced),"Emeryville, CA",0,
AdRoll,"Product Manager, Data Science & Real Time Bidding","San Francisco, CA 94103 (South Of Market area)",0,
Lyft Corporate,Data Science Manager,"San Francisco, CA",0,
FLX Bio,"Research Scientist II, Discovery Biologist","South San Francisco, CA",0,
CircleUp,Institutional Business Associate,"San Francisco, CA",0,
Deloitte,Advanced Analytics Enablement Big Data Senior Consultant,"San Francisco, CA",0,
Walmart eCommerce,"Associate Buyer, Juniors","San Bruno, CA 94066",0,
Instacart,Operations Research Scientist,"San Francisco, CA",0,
Grit Matters,"Machine Learning Engineer (Python, C, C++, Scala, Fortran, o...","San Francisco, CA",0,
Workbridge Associates,Principal Data Scientist,"San Francisco, CA","$170,000 - $190,000 a year",
Genentech,Statistical Programmer Analyst,"South San Francisco, CA",0,
Domino Data Lab,Senior Software Engineer,"San Francisco, CA",0,
Leap Motion,Data Scientist,"San Francisco, CA",0,
Pinterest,"Engineering Lead, Advertiser Growth","San Francisco, CA 94103 (South Of Market area)",0,
Radius,Senior Data Product Manager- Profiling,"San Francisco, CA",0,
Cairn Biosciences,Computational/ Image analysis Scientist at Cairn Biosciences,"San Francisco, CA",0,
"Amyris, Inc.","Bioinformatics Scientist, Sequencing","Emeryville, CA",0,
Market Track,Entry-level Market Research Analyst,"San Rafael, CA",0,
Walmart eCommerce,Financial Analyst,"San Bruno, CA 94066",0,
Production Modeling Corporation,Data Scientist ( NO C2C ),"San Francisco, CA",0,
Microsoft,WpA Consulting Lead,"San Francisco, CA",0,
NIBR,Group Leader Medicinal Chemistry - NITD,"Emeryville, CA",0,
Gladstone Institutes,Biostatistician,"San Francisco, CA 94158 (South Of Market area)",0,
NCIRE,Research Scholar,"San Francisco, CA",0,
Pfizer Inc.,Cytometry Time of Flight (CyTOF) Operator;1040807,"San Francisco, CA",0,
Kaiser Permanente,"Manager, Data Scientist - Consumer Marketing Analytics","Oakland, CA",0,
Enlitic,Deep Learning / Machine Learning Engineer,"San Francisco, CA",0,
Accenture,Research Scientist,"San Francisco, CA 94105 (Financial District area)",0,
Fitbit,"Research Scientist, Biosensors","San Francisco, CA 94105 (Financial District area)",0,
Robert Walters,Lead Data Scientist Instructor,"San Francisco, CA",0,
The Climate Corporation,Data Science Team Lead: Weather Science Statistics,"San Francisco, CA",0,
SocialCode,Data Engineer,"San Francisco, CA",0,
"GRAIL, Inc.",BIOINFORMATICS SCIENTIST I/II,"San Francisco, CA",0,
Omada Health,"User Insights Researcher, Product","San Francisco, CA",0,
Jawbone,Health Writer/Content Strategist,"San Francisco, CA",0,
The Nielsen Company,Lead Data Scientist,"San Francisco, CA",0,
Element Analytics,Data Engineer,"San Francisco, CA",0,
Tiger Analytics,Big Data Engineer,"San Francisco Bay Area, CA",0,
NinthDecimal,Senior Research Analyst,"San Francisco, CA",0,
Accenture,Principal Research Scientist,"San Francisco, CA 94105 (Financial District area)",0,
Kantar Millward Brown,Market Research Client Analyst,"San Francisco, CA",0,
Aarkay Technologies Inc.,Big Data Machine Learning Engineer,"San Francisco Bay Area, CA",0,
Index,Machine Learning Engineer,"San Francisco, CA",0,
Virta Health,Content Lead,"San Francisco, CA",0,
Fitbit,Analytical Scientist,"San Francisco, CA 94105 (Financial District area)",0,
Workday,Senior Machine Learning Engineer,"San Francisco, CA 94105 (Financial District area)",0,
Square,Sr. Technical Recruiter,"San Francisco, CA 94103 (South Of Market area)",0,
University of California San Francisco,"Budget Analyst, Clinical Research Services","San Francisco, CA",0,
Affirm,Machine Learning Engineer,"San Francisco, CA 94126 (Financial District area)",0,
BioMarin Pharmaceutical Inc.,"Research Associate 1/2, BioAnalytical Research & Development","San Rafael, CA",0,
Averity,Executive Director of Data Engineering,"San Francisco, CA","$180,000 - $230,000 a year",
Sony Interactive Entertainment PlayStation,Principal Software Engineer - PlayStation Machine Learning,"San Francisco, CA",0,
Uber,Risk Analyst,"San Francisco, CA 94105 (Financial District area)",0,
Workbridge Associates,Principal Data Scientist (Recommendation),"San Francisco, CA","$120,000 - $160,000 a year",
MindMeld,Machine Learning / NLP Engineer,"San Francisco, CA",0,
Boutique Air,Research Analyst,"San Francisco, CA",0,
Premise,Machine Learning Engineer,"San Francisco, CA 94107 (South Of Market area)",0,
Caribou Biosciences,Molecular Engineering Research Asscoiate,"Berkeley, CA",0,
Google,"Product Analytics Lead, Data Science","San Bruno, CA",0,
Gigster,Business Operations Associate,"San Francisco, CA",0,
AltSchool,Senior Data Scientist,"San Francisco, CA",0,
BioMarin Pharmaceutical Inc.,"Executive Director, Supply Chain & Logistics","Novato, CA",0,
"Aspera, an IBM Company",Sr. Software Engineer,"Emeryville, CA",0,
"GRAIL, Inc.",SCIENTIST,"San Francisco, CA",0,
"Aspera, an IBM Company","Software Engineer, (Build and Release - Deployment and Insta...","Emeryville, CA",0,
University of California San Francisco Medical Cen...,Director of Data Governance and Business Analysis,"San Francisco, CA",0,
"Aspera, an IBM Company",Aspera User Experience Design Researcher,"Emeryville, CA",0,
Stem Inc,Senior Data Scientist,"San Francisco Bay Area, CA",0,
Marin Software,"Senior Software Engineer, Data Science","San Francisco, CA 94105 (Financial District area)",0,
Airbnb,"Software Engineer, Experimentation Platform","San Francisco, CA",0,
Lygos,Metabolic Engineering (Directed Evolution): Scientist I,"Berkeley, CA",0,
"A2Z Development Center, Inc.",Senior Applied Scientist (Machine Learning),"San Francisco, CA",0,
"Aspera, an IBM Company",Systems Engineer - Deployment,"Emeryville, CA",0,
Aaxeleron Technology Solutions Pvt. Ltd,Statistical Analyst,"San Francisco, CA",0,
Lawrence Berkeley National Laboratory,Computational Biologist Postdoctoral Fellow (Joint Genome In...,"Berkeley, CA 94720",0,
University of California San Francisco,Clinical Research Coordinator,"San Francisco, CA",0,
Thermo Fisher Scientific,"Sr. Manager, R&D Molecular Biology","San Francisco, CA",0,
Precision Health Economics,"Research Scientist, Evidence Synthesis","Oakland, CA",0,
Benchling,Scientist,"San Francisco, CA 94103 (South Of Market area)",0,
University of California Office of the President,Institutional Research & Planning Analyst 4 (6949),"Oakland, CA 94607 (Acorn-Acorn Industrial area)",0,
Adobe,Computer Scientist - Full Stack Engineer,"San Francisco, CA",0,
Mixpanel,Machine Learning Engineer,"San Francisco, CA 94105 (Financial District area)",0,
